name,path,,age,belief.in.god,condition_number,contribution,correct.crt.answers,country.of.residence..232.us.,datelastaction,datestarted,decision.time,education,failed.comprehension,faith_in_int,female,how.much.do.you.trust.people.in.your.life,id,income,intuitive.crt.answers,ipaddress,length.of.priming.paragraph,need_for_cog,normalized.contribution,obeyed.time.constraint...1.if.from.condition.without.time.constraint.,physical.lab,prediction.of.others.mean.contribution,previous.experience.w.econ.games..1.none.,primed.for.intuition,primed.for.reflection,priming.paragraph,risk.taking,social.risk.taking,strategy.description,time.delay,time.pressure,time.reading.instructions,time_pred,txtorg_id,us.resident,what.cont.maximizes.group.payoff,what.cont.maximizes.your.payoff
,,391,22,10,11,40,0,232,4/25/12 19:34,4/25/12 19:23,28,4,0,6.1,1,7,1266,2,3,50.130.69.235,8,6.2,1,0,0,na,3,0,1,i had to reason when deciding to quit my job. i took in consideration that i did not have another job lined up. i took in consideration they pay vs. the work. i reasoned that the pay was not worth time put in. i reasoned that the time put in th,5,2.2,it would benefit the entire group if we all chipped in.,0,0,72,na,4d1ba46c-7591-11e2-89cc-88532e617cea,1,40,0
,,392,28,3,11,0,0,232,4/24/12 5:08,4/24/12 4:45,15,3,0,6.6,1,1,630,5,2,67.161.173.12,12,8.700001,0,0,0,na,1,0,1,i recently experienced a situation where careful reasoning was used. i was going to purchase a new vehicle and only had a limited amount of money to spend for the type of vehicle i was going to purchase. i initially was interested in purchasing,8,3.9,i did not choose to contribute because the explanation stated that you would earn nothing but get set back after contributing to the group.,0,0,71,na,4d1bbb14-7591-11e2-89cc-88532e617cea,1,40,0
,,393,65,1,11,10,3,232,4/25/12 18:31,4/25/12 18:00,18,6,0,5.2,0,5,1238,8,0,68.200.36.103,8,9.4,0.25,0,0,na,1,0,1,we were disatisfied with the house we were living in.  it was a manufactured home on rental land in a senior community.  we looked and found a better home in another community.  before we bought the new home we sat down and checked our finances,8,3.7,i calculated that the amount would most likely insure a reasonable return for the group.,0,0,94,na,4d1bd1f8-7591-11e2-89cc-88532e617cea,1,40,0
,,394,23,1,11,20,3,38,4/26/12 3:44,4/26/12 3:31,na,4,0,7.8,1,6,1437,1,0,156.34.38.80,8,7.4,0.5,0,0,na,3,0,1,i used to believe in god. i couldn't conceive of a life where this divine being wasn't at the very center of everything. it wasn't until i went away to college that i was able to see clearly that i was in bondage to religion. i realized that i,7,3.3,i focused on attempting to produce a positive outcome for everyone.,0,0,64,na,4d1be7ce-7591-11e2-89cc-88532e617cea,0,40,0
,,395,28,10,11,0,0,232,4/23/12 18:43,4/23/12 18:27,8,5,0,7.1,0,7,348,7,2,76.241.2.52,10,6.6,0,0,0,na,1,0,1,i remember going on a trip to canada. while i was stopping in portland for gas and drinks. i dropped my eyeglasses on the floor someplace.  it took me a while to realize that i lost them and i was driving in the street of portland without any k,7,4.1,i am greedy and wanted the most money i can make.,0,0,99,na,4d1bfda4-7591-11e2-89cc-88532e617cea,1,40,0
,,396,30,10,11,40,1,232,4/25/12 0:28,4/25/12 0:14,7,1,0,5.7,0,4,1009,6,2,72.234.158.153,8,5.1,1,0,0,na,3,0,1,i had a problem with an old roommate of mine. he would stay up till 2am every night and blast his sound system while he watched movies. i also had a problem with his girlfriend coming over every single day. one day i asked to talk with him and,5,3.3,"i figured everyone else would base their decision on the fact that everyone would not take a risk in order to receive the highest outcome for themselves only, and would contribute their 40 cents also so that everyone would equally receive the h",0,0,58,na,4d1c1424-7591-11e2-89cc-88532e617cea,1,40,0
,,397,20,6,11,40,0,232,4/25/12 18:55,4/25/12 18:38,5,4,0,3.9,1,6,1254,3,2,98.250.164.180,9,9.200001,1,0,0,na,3,0,1,"i was having a difficult time with some of my classes during the winter semester at my university. i have a very type a personality, and failure really offsets my natural balance. the stress of the work was pushing me to consider withdrawing fr",3,3.4,"i trusted that the people i was interacting with were intelligent and would make the same decision, therefore benefiting everyone in the end.",0,0,26,na,4d1c2af4-7591-11e2-89cc-88532e617cea,1,40,0
,,398,27,10,11,6,0,232,4/26/12 17:21,4/26/12 17:12,11,6,0,9,1,8,1655,6,3,98.219.180.190,8,7,0.15,0,0,na,4,0,1,"when i decided to say yes to the man of my dreams, i had to figure out what the next step would be.  we talked about the future and what to do. first we decided to put our houses on the market. by doing that, we would be able to sell and save t",8,2.8,"i chose to give some, but not all, since i would like to earn more money.",0,0,34,na,4d1c4106-7591-11e2-89cc-88532e617cea,1,40,0
,,399,33,10,11,0,1,232,4/24/12 23:09,4/24/12 22:50,42,5,0,6.1,0,2,986,6,2,69.137.68.131,8,9.6,0,0,0,na,1,0,1,"i was struggling in college a little bit, mainly with my programming classes. i majored in it but didn't own a computer myself. so, the only access i had to one was either at the library or student lounge. i wasn't really getting enough time to",8,3.6,"i decided to go for the most money because i'd like to get the extra 1.00. i don't know what the other 2 people are going to do, but might as well take a shot at getting the entire dollar.",0,0,69,na,4d1c5808-7591-11e2-89cc-88532e617cea,1,40,0
,,400,60,1,11,40,3,232,4/25/12 0:01,4/24/12 23:49,5,6,0,3.9,0,8,1003,7,0,64.178.115.104,12,9.1,1,0,0,na,2,0,1,"my first thought was to get into the fight, but i then reasoned with myself.  i calmed myself down, told myself that i had to do whatever it took to be sure my daughter was not in danger, even if that meant turning tail and giving him the par",3,3.8,"i did what seemed like the right thing.  if more money had been on the line, i might not have been as quick to hope the others would do the right thing too. for forty cents, i can be a decent guy.",0,0,51,na,4d1c6eb0-7591-11e2-89cc-88532e617cea,1,40,0
,,401,43,10,11,40,0,232,4/23/12 19:26,4/23/12 19:03,10,4,0,5.7,1,9,372,7,2,96.226.221.241,9,7.1,1,0,0,na,1,0,1,"i used to work in tech support at night without local, in office assistance.  one night i received a call from a customer in russia.  they were having issues with the system and no other calls were coming in from other offices stating the same",7,2.3,"i would never knowingly choose to make more than someone else by not paying anything at all, i don't consider that to be moral even if i don't know the other people in the group",0,0,68,na,4d1c85f8-7591-11e2-89cc-88532e617cea,1,40,0
,,402,20,2,11,40,0,232,4/27/12 14:28,4/27/12 14:16,7,4,1,8.3,1,4,1896,2,3,108.207.23.4,9,7.7,1,0,0,na,2,0,1,"one evening, i was trying to explain dog food to a customer. they were positive that one of the lower brands of dog food was just fine for their dog. she was very set it her ways. i told them i believed that more natural food was best. with car",4,2.3,because it helped out everyone else in the group,0,0,66,na,4d1c9df4-7591-11e2-89cc-88532e617cea,1,40,20
,,403,21,1,11,2,1,232,4/26/12 2:02,4/26/12 1:53,7,2,0,9.5,0,7,1403,4,2,173.15.72.54,11,9.6,0.05,0,0,na,3,0,1,me and my mother had no place to move to after my step father abandoned us. i took to my head and thought of what i could do. i called many of my family members for donations to get us a new place. none gave me any money. i decided to try and g,10,3.6,"i need the money, decided that the group could benefit from the .005 cents i gave each of them and guaranteed myself 38 bonus cents.",0,0,52,na,4d1cb42e-7591-11e2-89cc-88532e617cea,1,40,0
,,404,36,10,11,4,0,232,4/27/12 20:27,4/27/12 20:16,9,3,0,9.6,1,3,1985,4,3,65.128.200.75,10,9.8,0.1,0,0,na,1,0,1,when i was about to become homeless i contacted a social worker to guide me. by contacting her she led me in the right direction and made sure everything was okay.i still ended up in a shelter but not living out of my car. she guided me through,3,4.1,i don't trust the other players.,0,0,57,na,4d1cca5e-7591-11e2-89cc-88532e617cea,1,40,0
,,405,39,2,11,40,3,232,4/24/12 15:46,4/24/12 15:35,4,6,0,5.8,0,7,823,5,0,67.168.81.160,8,7.6,1,0,0,na,3,0,1,"i wanted to buy a desktop computer for my home.  not knowing much about computers, i started by doing research online about computers.  then i went to computer review websites and learned a lot about the basics of computers and what i was looki",7,2.5,i wanted to contribute fairly and helping the group as a whole,0,0,37,na,4d1ce034-7591-11e2-89cc-88532e617cea,1,40,0
,,406,19,8,11,40,0,232,4/27/12 23:52,4/27/12 23:35,16,4,0,8,0,8,2030,3,3,161.115.54.78,9,8.6,1,0,0,na,3,0,1,upon a roadtrip down south me and my family got lost.  we did not know which way we should be going or which way we could get back to the highway.  upon our scattered thinking and unknown area we turned off the road to get a better idea of what,9,3.8,there are always ways to explain somethings and sometimes there are no ways to explain it at all.,0,0,108,na,4d1cf5ce-7591-11e2-89cc-88532e617cea,1,40,0
,,407,32,7,11,20,0,232,4/27/12 0:55,4/27/12 0:41,15,4,1,8.200001,1,8,1788,4,2,69.40.22.17,9,6.4,0.5,0,0,na,1,0,1,"i was deciding whether or not to move back to my home town. i had a job offer, and most of my family was there. however, i also had friends and some family where i currently lived. i also had a chance for a promotion to management in the job at",8,3.6,i want everyone to have as much as possible.,0,0,60,na,4d1d0c12-7591-11e2-89cc-88532e617cea,1,10,40
,,408,32,10,11,20,3,232,4/24/12 1:37,4/24/12 1:26,24,5,0,7.8,0,7,541,7,0,184.96.115.243,10,6.3,0.5,0,0,na,4,0,1,i wanted to buy a new car.  first i researched what cars received favorable ratings on gas mileage.  i then narrowed that down to family sedans.  i knew my price range so i narrowed the search further.  upon gathering a list of vehicles that me,7,2.4,i figured that if i contributed nothing and others contributed something i would only be acting in my self interest.  i think equity should be valued.,0,0,70,na,4d1d2210-7591-11e2-89cc-88532e617cea,1,40,0
,,409,22,1,11,20,2,231,4/26/12 23:04,4/26/12 22:45,19,5,1,7.5,1,8,1771,2,1,86.131.127.52,8,8,0.5,0,0,na,3,0,1,"when faced with a difficult question in a survey, i struggled somewhat to decide what to answer a question with. working online by filling out surveys etc was something almost completely new to me, and so i found it difficult to think on the sp",6,3.6,"i guessed that people might be more likely to go for the middle ground, in the hope that other people would guess that people would be more likely to go for the middle ground.",0,0,43,na,4d1d38b8-7591-11e2-89cc-88532e617cea,0,40,20
