name,path,age,caseid,female,highest grade completed,ideology,independents,mii_1,mii_2,miiele1_code1,miiele1_code2,miiele1_code3,miiele1_code4,miiele1_code5,miiele1_code6,miiele1_code7,miiele1_code8,miiele2_code1,miiele2_code2,miiele2_code3,miiele2_code4,miiele2_code5,miiele2_code6,miiele2_code7,miiele2_code8,mip_1,mip_2,mippol1_code1,mippol1_code2,mippol1_code3,mippol1_code4,mippol1_code5,mippol1_code6,mippol1_code7,mippol1_code8,mippol1_substantive1,mippol1_substantive2,mippol1_substantive3,mippol1_substantive4,mippol1_substantive5,mippol1_substantive6,mippol1_substantive7,mippol1_substantive8,mippol2_code1,mippol2_code2,mippol2_code3,mippol2_code4,mippol2_code5,mippol2_code6,mippol2_code7,mippol2_code8,mippol2_substantive1,mippol2_substantive2,mippol2_substantive3,mippol2_substantive4,mippol2_substantive5,mippol2_substantive6,mippol2_substantive7,mippol2_substantive8,pid,pid_strong,pid_summary,txtorg_id
,,59,104,1,12,1,-1,the economy,the wars,50,,,,,,,,4,,,,,,,,the economy,the wars,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3e29502c-3386-11e3-a3e4-88532e617cea
,,19,105,2,13,2,-1,none,that pbama won,95,,,,,,,,48,,,,,,,,money issues,<dk>,55,,,,,,,,55,,,,,,,,95,,,,,,,,,,,,,,,,2,5,5,3e29d1fa-3386-11e3-a3e4-88532e617cea
,,61,106,1,16,1,-1,th eeconomy,security,50,,,,,,,,5,,,,,,,,foreign affairs,the war in iraq,13,,,,,,,,13,,,,,,,,3,,,,,,,,3,,,,,,,,1,1,0,3e2a54f4-3386-11e3-a3e4-88532e617cea
,,28,107,1,14,1,5,the economy/hopes for a better economy and fixing the mess.,the war-ending the war.pulling out the troops and stop investing in war in general.,50,55,,,,,,,1,4,7,,,,,,"the economy because of it, it has raised unemployment numbers. ","the war-its part of the economy issue, investing in an unnessary war.",27,50,,,,,,,50,27,,,,,,,1,4,50,,,,,,4,50,1,,,,,,3,-1,2,3e2ad8b6-3386-11e3-a3e4-88532e617cea
,,59,108,2,14,2,-1,"the economy/the housing economy, you hear about people losing their houses almost every wekk and those are people i know./",the war in irac/i would like for tit to end/,28,50,97,,,,,,3,,,,,,,,the war so many deaths ,the war/it needs to end/,4,7,,,,,,,4,7,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3e2b616e-3386-11e3-a3e4-88532e617cea
,,26,109,1,12,1,5,to get us out of debet.,better health care,38,,,,,,,,24,,,,,,,,"finance everybody is going broke, all small businesses are shutting down, big corporations are letting go of workers.",racism/blacks and the whites are always fighting against latinos they hate us./,50,55,,,,,,,50,55,,,,,,,32,,,,,,,,32,,,,,,,,3,-1,2,3e2be774-3386-11e3-a3e4-88532e617cea
,,60,110,1,12,1,-1,"the deficite,//war and taxes.//",health and welfare,4,38,41,,,,,,24,25,,,,,,,our deficit,teh war and terrorism,38,,,,,,,,38,,,,,,,,4,5,,,,,,,4,5,,,,,,,1,1,0,3e2c7b08-3386-11e3-a3e4-88532e617cea
,,38,111,2,16,2,-1,fair elections-/showing that the candidates care about the people/,"employment issues/job cuts, quality of education,economy/",48,49,,,,,,,21,27,50,,,,,,economy  the deficit ,education resources/education is more expensive and since economy is bad less students are not going to college because parents cannot afford to send them. instead they have to get a job./,38,50,,,,,,,50,38,,,,,,,21,50,55,71,,,,,21,50,55,71,,,,,1,1,0,3e2d0a8c-3386-11e3-a3e4-88532e617cea
,,29,112,2,16,2,-1,immigration,the war,41,,,,,,,,4,,,,,,,,the economy,immigration,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,1,5,1,3e2d927c-3386-11e3-a3e4-88532e617cea
,,59,113,1,12,1,5,having a new president.,everything the democrats have helped do to have a good president.,48,,,,,,,,48,,,,,,,,economics the way things are so high  expensive  now ,jobs - people are struggleing to get jobs,50,54,,,,,,,50,54,,,,,,,27,,,,,,,,27,,,,,,,,3,-1,2,3e2e16de-3386-11e3-a3e4-88532e617cea
,,30,114,2,12,2,-1,the situation of immigration/to be able to work here and to get their papers to work  here./,the economy/to reduce the lost of things because they have gone so high./,41,,,,,,,,50,54,,,,,,,the economy it is to low right now ,cant think of 2 nd one,50,,,,,,,,50,,,,,,,,95,,,,,,,,,,,,,,,,1,1,0,3e2ea310-3386-11e3-a3e4-88532e617cea
,,19,115,2,11,2,5,about immigration//people should be aloowed to work no matter what their immigration status is//and also to stop the war//for people to have more jobs many people are losing their jobs.//,to have a better president who will stop the war and //help immigrants have opportunity to get papers//to havemore money for schools//,4,27,41,,,,,,4,20,41,48,,,,,"immigration and the war   and the financial crisis - no jobs and everything seems to be going down, people don't make the same money they used to, gas prices are high and housing-people are losing them-no money to pay them.  ",all that was said on previous answer,4,15,27,28,30,41,50,55,41,4,50,27,55,30,15,28,95,,,,,,,,,,,,,,,,3,-1,2,3e2f2d8a-3386-11e3-a3e4-88532e617cea
,,55,116,2,16,2,-1,the economy/in terrms of peoples investments for their retirements and morgages./,the enviroment/the global warming/,28,30,50,,,,,,17,18,,,,,,,the involvement in the wars we have right now and foreign policy in general middle east   the nuclear proliferation in the middle east. ,enviromental issues in terms of global warming./energy issues-needing to look for alternative sources of energy and less dependency on foreign oil./,2,4,13,,,,,,4,13,2,,,,,,14,17,18,,,,,,18,17,14,,,,,,1,1,0,3e2fd8a2-3386-11e3-a3e4-88532e617cea
,,36,117,2,13,2,-1,/presidential election/,the proppositions/prop 8/,49,,,,,,,,37,68,,,,,,,economy- house market  houses being foreclosed stocks going down ,people losing their jobs,28,50,51,,,,,,50,28,51,,,,,,27,,,,,,,,27,,,,,,,,1,5,1,3e3078c0-3386-11e3-a3e4-88532e617cea
,,69,118,2,13,2,-1,the economy//to get us back on the page of having jobs,jobs and being responsible for yourself,27,50,,,,,,,27,71,,,,,,,out sourcing jobs to other countries,ceo's using too much of investor's money for socializing,10,,,,,,,,10,,,,,,,,36,,,,,,,,36,,,,,,,,1,1,0,3e3111a4-3386-11e3-a3e4-88532e617cea
,,35,119,1,15,1,5,equal rights for blue collar people,overall change in the economy,71,,,,,,,,50,,,,,,,,being nosey - mind our own business and stay out of other people  countries business. ,welfare-need to pay more attention to it reguarding if people really need it or not.,13,,,,,,,,13,,,,,,,,25,,,,,,,,25,,,,,,,,5,-1,2,3e31957a-3386-11e3-a3e4-88532e617cea
,,73,120,1,12,1,-1,lowering taxes,"stop the war, don't send any more military over",40,,,,,,,,4,7,,,,,,,a lot of people losing their jobs,every thing is going higher in prices,27,,,,,,,,27,,,,,,,,54,,,,,,,,54,,,,,,,,1,5,1,3e3215b8-3386-11e3-a3e4-88532e617cea
,,63,121,2,11,2,-1,that obama would win,health care,48,,,,,,,,24,,,,,,,,the war,taxes,4,,,,,,,,4,,,,,,,,40,,,,,,,,40,,,,,,,,1,5,1,3e32911e-3386-11e3-a3e4-88532e617cea
,,35,122,1,17,1,1,the economy/preventing a recession/,government spending/controling wasteful spending/,50,53,,,,,,,46,,,,,,,,employment-finding work for americans,the economy-peoples ability to spend money/people able to earn money and buy their neccessities./,27,,,,,,,,27,,,,,,,,30,50,55,71,,,,,50,55,30,71,,,,,3,-1,4,3e330252-3386-11e3-a3e4-88532e617cea
,,20,123,2,12,2,5,"the propositions for // 2 , 8,4 in ca",president,37,61,68,71,,,,,48,,,,,,,,economy,foreign policy//in general,50,,,,,,,,50,,,,,,,,13,71,,,,,,,13,71,,,,,,,3,-1,2,3e337e08-3386-11e3-a3e4-88532e617cea
,,60,124,1,14,1,-1,restoration of our nations creditability/i feel that over last eight years we have damaaged our relationship with other countries that have been our friends in the past./,the economy/ 1) the amount that is being spent on war. 2)the damage that subprime morgages caused./,13,,,,,,,,1,28,50,,,,,,restoration of our national creditability,repairing the damage caused by the economic downturn,13,,,,,,,,13,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3e33f63a-3386-11e3-a3e4-88532e617cea
,,32,125,1,14,1,-1,raising taxes,the war in iraq,40,,,,,,,,3,,,,,,,,the economy,the war in iraq,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,2,5,5,3e3472e0-3386-11e3-a3e4-88532e617cea
,,63,126,2,12,2,5,the economy,the war,50,,,,,,,,4,,,,,,,,the economy,don't know,50,,,,,,,,50,,,,,,,,95,,,,,,,,,,,,,,,,5,-1,2,3e34e98c-3386-11e3-a3e4-88532e617cea
,,65,127,2,12,2,-1,economy,the war in iraq,50,,,,,,,,3,,,,,,,,the deficit,unemployment,38,,,,,,,,38,,,,,,,,27,,,,,,,,27,,,,,,,,1,5,1,3e355ebc-3386-11e3-a3e4-88532e617cea
,,26,128,1,12,1,3,who the president will be,economy,49,,,,,,,,50,,,,,,,,the future of our economy,the environment,50,,,,,,,,50,,,,,,,,18,,,,,,,,18,,,,,,,,3,-1,3,3e35d2f2-3386-11e3-a3e4-88532e617cea
,,75,129,2,12,2,-1,getting the two years of campaigning over with.,the economy.,49,,,,,,,,50,,,,,,,,the economy,the russian's bombs aimed at poland.,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,2,5,5,3e364822-3386-11e3-a3e4-88532e617cea
,,26,130,1,11,1,5,healthcare,taxes,24,,,,,,,,40,,,,,,,,healthcare,war,24,,,,,,,,24,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,2,3e36b820-3386-11e3-a3e4-88532e617cea
,,58,131,2,17,2,5,dealing with economic disparity,ending the war,50,,,,,,,,4,,,,,,,,economic disparity,"us foreign policy, or corporatization",50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,3,-1,2,3e37238c-3386-11e3-a3e4-88532e617cea
,,50,132,2,15,2,-1,healthcare,governing without special interest,24,,,,,,,,49,,,,,,,,the economy,healthcare,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3e3799fc-3386-11e3-a3e4-88532e617cea
,,36,133,2,14,2,1,gov spending,war in iraq,46,,,,,,,,3,,,,,,,,the economy,the deficit,50,,,,,,,,50,,,,,,,,38,,,,,,,,38,,,,,,,,3,-1,4,3e381242-3386-11e3-a3e4-88532e617cea
,,54,134,1,13,1,-1,economy,healthcare,50,,,,,,,,24,,,,,,,,balancing the budget,terrorism,38,,,,,,,,38,,,,,,,,5,,,,,,,,5,,,,,,,,2,5,5,3e388312-3386-11e3-a3e4-88532e617cea
,,18,135,1,12,1,-1,the war,economy,4,,,,,,,,50,,,,,,,,not sure,not sure,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,1,5,1,3e38cfde-3386-11e3-a3e4-88532e617cea
,,53,137,1,17,1,-1,gun control.,healthcare,35,,,,,,,,24,,,,,,,,the economy.,//,50,,,,,,,,50,,,,,,,,96,,,,,,,,,,,,,,,,2,5,5,3e395a4e-3386-11e3-a3e4-88532e617cea
,,36,138,2,14,2,-1,healthcare,abortion,24,,,,,,,,61,,,,,,,,"economy, unemployment",healthcare,27,50,,,,,,,50,27,,,,,,,24,,,,,,,,24,,,,,,,,1,5,1,3e39a6b6-3386-11e3-a3e4-88532e617cea
,,76,139,1,16,1,-1,redistribution of wealth. // he wants to raise taxes and give significant credit to those who do not even pay taxes.  it is the isssue of socialism. //,the economy,40,48,49,52,71,,,,50,,,,,,,,fixing the economy,how to resolve the two wars we are in.,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,2,1,6,3e3a03ea-3386-11e3-a3e4-88532e617cea
,,53,141,2,13,2,-1,national security,the economy,5,,,,,,,,50,,,,,,,,the economy,recognizing who our enemies are and dealing with them in a way that keeps us safe. // defeating islamic fundamentalists. //,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,2,1,6,3e3a8b08-3386-11e3-a3e4-88532e617cea
,,59,144,2,12,2,1,illigal immigration,global warming,41,,,,,,,,17,,,,,,,,economy,terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,4,3e3b5948-3386-11e3-a3e4-88532e617cea
,,32,145,1,12,1,-1,the economy,against universal healthcare concepts in gov.,50,,,,,,,,24,,,,,,,,our economic outlook for other nations in the world.  we have lost credibility.,we have a lot of privacy and security issues to resolve.,13,50,,,,,,,50,13,,,,,,,5,71,,,,,,,71,5,,,,,,,2,5,5,3e3bac18-3386-11e3-a3e4-88532e617cea
,,64,146,2,16,2,-1,the war in iraq,same sex marriage....removing human rights and choices,3,,,,,,,,37,68,71,,,,,,integrity,financial favoritism,71,,,,,,,,71,,,,,,,,55,,,,,,,,55,,,,,,,,1,1,0,3e3c2b02-3386-11e3-a3e4-88532e617cea
,,66,147,2,17,2,1,experience,protection from terrorists,71,,,,,,,,5,,,,,,,,the muslim religion,medaling in capitolistic affairs,64,,,,,,,,64,,,,,,,,49,,,,,,,,49,,,,,,,,3,-1,4,3e3ca1ea-3386-11e3-a3e4-88532e617cea
,,57,148,1,14,1,-1,"none, just another day",i don't believe there are any important issues in this election that brings us closer to the on gov. everlasting.,95,,,,,,,,71,97,,,,,,,the economy,the wars abroad and domestic,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,-9,-1,-1,3e3d1472-3386-11e3-a3e4-88532e617cea
,,66,149,2,12,2,5,healthcare,get out of the war,24,,,,,,,,4,,,,,,,,economy,i don't know.,50,,,,,,,,50,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,2,3e3d81be-3386-11e3-a3e4-88532e617cea
,,60,150,1,14,1,-1,economy,the war,50,,,,,,,,4,,,,,,,,economy,terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,1,1,0,3e3df31a-3386-11e3-a3e4-88532e617cea
,,46,151,1,14,1,-1,the direction of our foreign policy as to the war in iraq.,the building back of america with infrastructure jobs and technology.,3,13,,,,,,,27,49,71,,,,,,we have an unsustainable model of the future world resources.,the economy.,71,,,,,,,,71,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3e3e383e-3386-11e3-a3e4-88532e617cea
,,57,152,1,16,1,-1,moral conscience of the nation,size of gov,64,,,,,,,,39,,,,,,,,liberalism,out of control spending,71,,,,,,,,71,,,,,,,,46,,,,,,,,46,,,,,,,,2,1,6,3e3e8514-3386-11e3-a3e4-88532e617cea
,,42,153,1,15,1,-1,character,honesty,71,,,,,,,,71,,,,,,,,government spending,the size of the fed gov,46,,,,,,,,46,,,,,,,,39,,,,,,,,39,,,,,,,,2,1,6,3e3ecc0e-3386-11e3-a3e4-88532e617cea
,,64,155,2,13,2,5,recession,healthcare,53,,,,,,,,24,,,,,,,,fuel alternatives,unemployment,14,,,,,,,,14,,,,,,,,27,,,,,,,,27,,,,,,,,3,-1,2,3e3fa746-3386-11e3-a3e4-88532e617cea
,,65,156,2,14,2,-1,"a new future for american, an improved future for america.",healthcare,71,,,,,,,,24,,,,,,,,economy,economy,50,,,,,,,,50,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3e401406-3386-11e3-a3e4-88532e617cea
,,46,157,1,13,1,5,foreign affairs,the economy,13,,,,,,,,50,,,,,,,,economy,foreign affairs,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,3,-1,2,3e407a4a-3386-11e3-a3e4-88532e617cea
,,-9,158,2,16,2,-1,prop 8,that the democrats will control the house and executive branch.,68,,,,,,,,48,,,,,,,,the economic crisis,stimulating new jobs,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,1,1,0,3e40de72-3386-11e3-a3e4-88532e617cea
,,26,160,2,13,2,5,the war,enconomy,4,,,,,,,,50,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,2,3e419952-3386-11e3-a3e4-88532e617cea
,,35,161,1,12,1,3,california prop 8,obama being president,68,,,,,,,,48,,,,,,,,disconnect between gov't and people,political health,49,,,,,,,,49,,,,,,,,24,49,,,,,,,49,24,,,,,,,4,-1,3,3e41f3a2-3386-11e3-a3e4-88532e617cea
,,34,162,1,16,1,-1,family values,gay rights,66,,,,,,,,68,,,,,,,,economy,unemployment,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,2,5,5,3e4259c8-3386-11e3-a3e4-88532e617cea
,,20,163,2,14,2,3,<dk>,<dk>,95,,,,,,,,95,,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,5,-1,3,3e42c692-3386-11e3-a3e4-88532e617cea
,,86,164,1,10,1,-1,honesty,chance to be president,71,,,,,,,,49,,,,,,,,to try to chance the type of government that we had,using the force to get what they want,49,,,,,,,,49,,,,,,,,71,,,,,,,,71,,,,,,,,1,1,0,3e4328ee-3386-11e3-a3e4-88532e617cea
,,36,165,1,16,1,-1,economy,foreign policy,50,,,,,,,,13,,,,,,,,economy,terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,2,1,6,3e439f22-3386-11e3-a3e4-88532e617cea
,,27,166,1,15,1,3,the economy-/alternate energcy & alternate fuels/,war-/getting out of irac/,14,50,,,,,,,3,4,,,,,,,the war- our spending is having ramifications here in our economy such as oil prices ,our economy-/how are we going to get out of this recession/,4,15,46,50,,,,,4,46,50,15,,,,,50,53,,,,,,,50,53,,,,,,,3,-1,3,3e4413c6-3386-11e3-a3e4-88532e617cea
,,-9,167,2,14,2,-1,"helping others in jobs and benefits, medical",education,24,27,30,,,,,,21,,,,,,,,incomes,benefits and jobs,30,,,,,,,,30,,,,,,,,27,30,,,,,,,30,27,,,,,,,1,5,1,3e448d24-3386-11e3-a3e4-88532e617cea
,,46,168,2,6,2,-1,to obtain a new precident,to see the country better and better with a new chages,48,,,,,,,,71,,,,,,,,the economy,the worr in irack,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,1,1,0,3e44f926-3386-11e3-a3e4-88532e617cea
,,63,169,2,12,2,3,economy,health insurance,50,,,,,,,,24,,,,,,,,i am afraid of the war in iraq,unemployment social security,3,97,,,,,,,3,,,,,,,,27,29,,,,,,,27,29,,,,,,,-8,-1,3,3e456352-3386-11e3-a3e4-88532e617cea
,,58,170,2,4,2,-1,to get better in many aspect in this state,to make a better future in this country,71,,,,,,,,71,,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,2,1,6,3e45d940-3386-11e3-a3e4-88532e617cea
,,50,171,1,6,1,-1,precident elections,wor and the military come backto us,49,,,,,,,,4,7,,,,,,,economy,milytary back to us,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,1,1,0,3e464312-3386-11e3-a3e4-88532e617cea
,,47,172,1,11,1,-1,the change in the system of the goverment,the economy,49,,,,,,,,50,,,,,,,,the form of how they handle the things and the way they use the government,the war in iraq,49,71,,,,,,,71,49,,,,,,,3,,,,,,,,3,,,,,,,,1,1,0,3e46a49c-3386-11e3-a3e4-88532e617cea
,,65,173,2,15,2,-1,yung and fresh mind,"proposition 8, and 4",67,,,,,,,,61,68,,,,,,,"deficit, economy",the wor in iraq,38,50,,,,,,,38,50,,,,,,,3,,,,,,,,3,,,,,,,,1,1,0,3e470bbc-3386-11e3-a3e4-88532e617cea
,,77,174,1,16,1,-1,military,financial,7,,,,,,,,50,,,,,,,,military,financial,7,,,,,,,,7,,,,,,,,50,,,,,,,,50,,,,,,,,2,1,6,3e476af8-3386-11e3-a3e4-88532e617cea
,,53,175,2,17,2,-1,economy,healthcare,50,,,,,,,,24,,,,,,,,war,economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3e47cdd6-3386-11e3-a3e4-88532e617cea
,,61,176,2,17,2,-1,change of direction in gov't,healthcare,49,,,,,,,,24,,,,,,,,jobs and money,gettin gout of the war,27,55,,,,,,,27,55,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3e4994c2-3386-11e3-a3e4-88532e617cea
,,51,177,1,16,1,-1,economy,iraq,50,,,,,,,,3,,,,,,,,economy,terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,1,5,1,3e4a068c-3386-11e3-a3e4-88532e617cea
,,40,178,2,16,2,-1,economy,healthcare,50,,,,,,,,24,,,,,,,,"economy, financial crisis",wars,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3e4ab9ce-3386-11e3-a3e4-88532e617cea
,,59,179,2,17,2,1,prop 8,prop 2,68,,,,,,,,71,,,,,,,,repairing the us image abroad,economy,13,,,,,,,,13,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,4,3e4b17de-3386-11e3-a3e4-88532e617cea
,,76,180,1,17,1,-1,national security,economy,5,,,,,,,,50,,,,,,,,economy,national security,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,2,5,5,3e4b6d6a-3386-11e3-a3e4-88532e617cea
,,85,181,1,12,1,-1,economy,taxes,50,,,,,,,,40,,,,,,,,war,immigration,4,,,,,,,,4,,,,,,,,41,,,,,,,,41,,,,,,,,1,1,0,3e4bca76-3386-11e3-a3e4-88532e617cea
,,65,182,2,16,2,-1,abortion,marriage-prop 8,61,,,,,,,,68,,,,,,,,homosexuals,abortion,68,,,,,,,,68,,,,,,,,61,,,,,,,,61,,,,,,,,2,5,5,3e4c3a38-3386-11e3-a3e4-88532e617cea
,,27,183,1,10,1,-8,"accountablility for our govt's actions// the federal govt, congress, mainly the cabinet , the presidenbt and his staff, i feel that there is going to be more accountablity with obama, people are really going to hold him accountable, they are dissecting al",economy,48,49,67,71,97,,,,50,,,,,,,,our economic crisis,the two wars we have going on,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,-1,3e4ca0f4-3386-11e3-a3e4-88532e617cea
,,21,184,1,11,1,3,nothing really,maybe like raising taxes,95,,,,,,,,40,,,,,,,,the economy,probably like war and stuff,50,,,,,,,,50,,,,,,,,4,71,,,,,,,4,71,,,,,,,3,-1,3,3e4d07c4-3386-11e3-a3e4-88532e617cea
,,20,185,2,14,2,5,"proposition 8, whether to ban gay marriage in ca",proposition 4-abortion for minorities,68,,,,,,,,61,,,,,,,,the economy,education,50,,,,,,,,50,,,,,,,,21,,,,,,,,21,,,,,,,,5,-1,2,3e4d680e-3386-11e3-a3e4-88532e617cea
,,71,186,2,14,2,3,what to expect in the future,how well the new president is going to do his job,71,,,,,,,,48,,,,,,,,solving wars,"finances//because of the economy, prices are going up",4,,,,,,,,4,,,,,,,,38,50,54,,,,,,38,50,54,,,,,,5,-1,3,3e4dbb6a-3386-11e3-a3e4-88532e617cea
,,45,187,1,9,1,1,<rf>,<rf>,96,,,,,,,,96,,,,,,,, rf ,<rf>,96,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,5,-1,4,3e4e080e-3386-11e3-a3e4-88532e617cea
,,40,188,2,16,2,-1,defeating the republican party so that the democrats have control of the administration and a democratic president,womens rights-a womens right to health care choices,48,49,,,,,,,24,37,,,,,,,our involvement in the war,our deficiet,4,,,,,,,,4,,,,,,,,38,,,,,,,,38,,,,,,,,1,5,1,3e4e561a-3386-11e3-a3e4-88532e617cea
,,46,189,2,16,2,-1,job security,stack market,27,,,,,,,,51,,,,,,,,bipartisan,economy,47,,,,,,,,47,,,,,,,,50,,,,,,,,50,,,,,,,,2,5,5,3e4ea462-3386-11e3-a3e4-88532e617cea
,,33,190,1,13,1,-1,the economy,helping with the housing issue,50,,,,,,,,28,,,,,,,,gas process and foreign oil,"don't know, nothing off the top of my head",14,15,,,,,,,15,14,,,,,,,95,97,,,,,,,,,,,,,,,1,5,1,3e4ef2d2-3386-11e3-a3e4-88532e617cea
,,62,192,2,16,2,-1,prop 8,don't remember,68,,,,,,,,95,,,,,,,,economics,health,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,2,1,6,3e4f8efe-3386-11e3-a3e4-88532e617cea
,,32,193,1,17,1,-1,education,economy,21,,,,,,,,50,,,,,,,,economy,forein policy,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,1,1,0,3e4fd828-3386-11e3-a3e4-88532e617cea
,,72,194,1,14,1,1,"i think peace on earth - war, lose of lives you cant change everyones opinion in the world. i'd like to see everyone get along- on my blocke, city and world.",our well being -taxes has been hard to deal with. government cant afford to give free things to everyone.,4,7,13,71,97,,,,30,40,49,97,,,,,terrorism scares me. life & liberty is being taken away by terrorist coming taking away things we took for granted before.,the lost of government to give everyone equal rights.people should work to better themselves and not rely on government for all their needs. also government changing the constitution to benefit different people & special interests groups. takes away basic,5,71,,,,,,,5,71,,,,,,,30,37,49,71,,,,,49,37,30,71,,,,,3,-1,4,3e50231e-3386-11e3-a3e4-88532e617cea
,,34,195,1,13,1,-1,making positive changes in the government-(economy),honesty-being honest in terms of what they are going to do when they get elected (presidential candidates),49,50,,,,,,,45,49,71,,,,,,economy,corruption-in politics,50,,,,,,,,50,,,,,,,,43,,,,,,,,43,,,,,,,,2,5,5,3e507c06-3386-11e3-a3e4-88532e617cea
,,47,196,1,17,1,-1,taxes,helth carw,40,,,,,,,,24,,,,,,,,economics,millitary,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,2,5,5,3e50c2b0-3386-11e3-a3e4-88532e617cea
,,56,197,1,17,1,5,tax reduce,imigrants's lives,40,,,,,,,,41,,,,,,,,financial crisis,nuclear weapons,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,5,-1,2,3e510842-3386-11e3-a3e4-88532e617cea
